"gene","Balbc.sig","Balbc.dir","Nude.sig","Nude.dir","SigCode","DirAgree","protein.name","submitted.name","pathway","protein.function","keywords"
"UniRef90_W4U7G3","not","neg","sig","pos","Nude sig",FALSE,NA,"Galacto-N-biose-/lacto-N-biose I ABC transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U7I1","not","pos","sig","pos","Nude sig",TRUE,NA,"Imidazolonepropionase",NA,NA,"Reference proteome"
"UniRef90_W4U7I6","not","pos","sig","neg","Nude sig",FALSE,NA,"Phosphomethylpyrimidine kinase","Cofactor biosynthesis; thiamine diphosphate biosynthesis; 4-amino-2-methyl-5-diphosphomethylpyrimidine from 5-amino-1-(5-phospho-D-ribosyl)imidazole: step 3/3","Catalyzes the phosphorylation of hydroxymethylpyrimidine phosphate (HMP-P) to HMP-PP, and of HMP to HMP-P","Kinase;Reference proteome;Thiamine biosynthesis;Transferase"
"UniRef90_W4U7P4","not","pos","sig","pos","Nude sig",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4U7Q9","not","pos","sig","neg","Nude sig",FALSE,NA,"Transcriptional regulator",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4U7U3","not","pos","sig","pos","Nude sig",TRUE,NA,"Nicotinate phosphoribosyltransferase",NA,NA,"Glycosyltransferase;Reference proteome;Transferase"
"UniRef90_W4U7V1","not","pos","sig","pos","Nude sig",TRUE,NA,"CarD-like transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4U816","not","pos","sig","pos","Nude sig",TRUE,"phosphoenolpyruvate--glycerone phosphotransferase",NA,NA,"Component of the dihydroxyacetone kinase complex, which is responsible for the phosphoenolpyruvate (PEP)-dependent phosphorylation of dihydroxyacetone. DhaM serves as the phosphoryl donor. Is phosphorylated by phosphoenolpyruvate in an EI- and HPr-dependent reaction, and a phosphorelay system on histidine residues finally leads to phosphoryl transfer to DhaL and dihydroxyacetone","Pyruvate;Reference proteome;Transferase"
"UniRef90_W4U826","NA","neg","sig","pos","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U850","not","pos","sig","pos","Nude sig",TRUE,"Helix-turn-helix transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4U853","sig","neg","sig","neg","Agree",TRUE,NA,"Serine esterase cutinase",NA,NA,"Reference proteome;Signal"
"UniRef90_W4U8A1","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U8R1","not","pos","sig","pos","Nude sig",TRUE,NA,"Non-specific DNA-binding protein Dps",NA,NA,"DNA-binding;Reference proteome"
"UniRef90_W4U8X0","sig","pos","sig","neg","Disagree",FALSE,NA,"Ribonucleotide reductase",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4U8X2","not","pos","sig","pos","Nude sig",TRUE,NA,"ATPase",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U930","not","pos","sig","neg","Nude sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U9E5","not","neg","sig","neg","Nude sig",TRUE,NA,"Ribosomal-protein-S18p-alanine acetyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U9F3","not","neg","sig","pos","Nude sig",FALSE,"Serine/threonine protein kinase",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U9N2","not","pos","sig","neg","Nude sig",FALSE,NA,"N-acetyl-D-glucosamine ABC transport system",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4U9N7","not","pos","sig","pos","Nude sig",TRUE,NA,"Large secreted protein",NA,NA,"Reference proteome"
"UniRef90_W4U9R7","not","pos","sig","pos","Nude sig",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4U9R9","not","pos","sig","neg","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U9U9","not","pos","sig","neg","Nude sig",FALSE,"PspC domain-containing protein",NA,NA,NA,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U9V0","not","pos","sig","pos","Nude sig",TRUE,NA,"Na+/H+ antiporter NhaA type",NA,NA,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4U9W8","NA","neg","sig","pos","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UA18","sig","pos","sig","neg","Disagree",FALSE,NA,"Phosphotransferase system",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4UA21","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UA51","sig","neg","sig","pos","Disagree",FALSE,"Cytochrome c oxidase subunit 1",NA,NA,NA,"Reference proteome"
"UniRef90_W4UA80","not","pos","sig","neg","Nude sig",FALSE,NA,"Single-strand binding protein",NA,NA,"Reference proteome"
"UniRef90_W4UAB0","not","pos","sig","pos","Nude sig",TRUE,"DUF1127 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UAH3","not","pos","sig","neg","Nude sig",FALSE,NA,"PTS system",NA,NA,"Reference proteome;Transferase;Transport"
"UniRef90_W4UAI0","not","pos","sig","pos","Nude sig",TRUE,"histidine kinase",NA,NA,NA,"Ion channel;Ion transport;Kinase;Reference proteome;Transferase;Transport"
"UniRef90_W4UAI6","not","pos","sig","pos","Nude sig",TRUE,NA,"A/G-specific adenine glycosylase",NA,NA,"Reference proteome"
"UniRef90_W4UAJ1","not","pos","sig","neg","Nude sig",FALSE,NA,"Succinate dehydrogenase flavoprotein subunit",NA,NA,"Reference proteome"
"UniRef90_W4UAJ8","NA","pos","sig","pos","Nude sig",TRUE,NA,"4-hydroxyphenylpyruvate dioxygenase",NA,NA,"Dioxygenase;Oxidoreductase;Pyruvate;Reference proteome"
"UniRef90_W4UAM8","not","pos","sig","pos","Nude sig",TRUE,"Integrase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UAX0","not","pos","sig","pos","Nude sig",TRUE,"Short chain dehydrogenase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UAX8","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UAZ1","not","pos","sig","pos","Nude sig",TRUE,NA,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4UAZ3","not","pos","sig","neg","Nude sig",FALSE,NA,"Preprotein translocase secY subunit",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UB73","not","pos","sig","pos","Nude sig",TRUE,NA,"tRNA (Guanine46-N7-)-methyltransferase",NA,NA,"Methyltransferase;Reference proteome;Transferase"
"UniRef90_W4UBA3","sig","pos","sig","neg","Disagree",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UBF1","not","pos","sig","pos","Nude sig",TRUE,NA,"Glycerol-3-phosphate ABC transporter",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome;Transport"
"UniRef90_W4UBF4","not","pos","sig","pos","Nude sig",TRUE,"Integrase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UBH9","not","neg","sig","pos","Nude sig",FALSE,"Potassium-transporting ATPase KdpC subunit",NA,NA,"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP-binding affinity of the ATP-hydrolyzing subunit KdpB by the formation of a transient KdpB/KdpC/ATP ternary complex","ATP-binding;Cell membrane;Ion transport;Membrane;Nucleotide-binding;Potassium;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4UBK0","not","neg","sig","pos","Nude sig",FALSE,NA,"Cell envelope-related function transcriptional attenuator",NA,NA,"Reference proteome"
"UniRef90_W4UBL1","NA","neg","sig","pos","Nude sig",FALSE,"Methyltransferase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UBT6","sig","pos","sig","neg","Disagree",FALSE,NA,"L-carnitine dehydratase/bile acid-inducible protein F",NA,NA,"Reference proteome"
"UniRef90_W4UBZ5","sig","pos","sig","pos","Agree",TRUE,NA,"Amidotransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4UC39","sig","pos","sig","pos","Agree",TRUE,NA,"Replicative DNA helicase",NA,NA,"ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome"
"UniRef90_W4UC55","not","pos","sig","pos","Nude sig",TRUE,NA,"Membrane protein",NA,NA,"Reference proteome"
"UniRef90_W4UC85","not","neg","sig","pos","Nude sig",FALSE,NA,"Acetyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4UCG3","not","pos","sig","neg","Nude sig",FALSE,"AraC family transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4UCL2","not","neg","sig","neg","Nude sig",TRUE,NA,"Mur ligase middle domain protein",NA,NA,"Ligase;Reference proteome"
"UniRef90_W4UCR9","not","pos","sig","pos","Nude sig",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4UD37","not","neg","sig","pos","Nude sig",FALSE,"HTH cro/C1-type domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UD64","NA","neg","sig","pos","Nude sig",FALSE,"Protein of unassigned function",NA,NA,NA,"Reference proteome"
"UniRef90_W4UE14","not","pos","sig","pos","Nude sig",TRUE,"Helix-turn-helix domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UE44","not","pos","sig","pos","Nude sig",TRUE,"HTH merR-type domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UET6","NA","pos","sig","pos","Nude sig",TRUE,"GNAT family N-acetyltransferase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UEW3","not","pos","sig","neg","Nude sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UF32","not","pos","sig","pos","Nude sig",TRUE,NA,"Threonyl-tRNA synthetase",NA,NA,"Aminoacyl-tRNA synthetase;Ligase;Reference proteome"
"UniRef90_W4UFA6","not","pos","sig","pos","Nude sig",TRUE,NA,"LSU ribosomal protein L33p",NA,NA,"Reference proteome;Ribonucleoprotein;Ribosomal protein"
"UniRef90_W4UFC1","not","pos","sig","neg","Nude sig",FALSE,NA,"Oligopeptide transport ATP-binding protein OppF",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4UFN3","not","neg","sig","neg","Nude sig",TRUE,NA,"Chaperone protein DnaK",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4UFQ4","not","pos","sig","pos","Nude sig",TRUE,"TM2 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UFX1","not","pos","sig","neg","Nude sig",FALSE,NA,"NAD-dependent protein deacetylase",NA,NA,"Membrane;NAD;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4UG41","not","neg","sig","neg","Nude sig",TRUE,NA,"Translation release factor",NA,NA,"Reference proteome"
"UniRef90_W4UG61","not","pos","sig","neg","Nude sig",FALSE,NA,"Maltose/maltodextrin ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4UGF9","not","pos","sig","pos","Nude sig",TRUE,NA,"PTS system",NA,NA,"Reference proteome"
"UniRef90_W4UGJ8","not","neg","sig","neg","Nude sig",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4UGV4","not","pos","sig","neg","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4UGX1","not","pos","sig","pos","Nude sig",TRUE,"Cell division protein CrgA",NA,NA,"Involved in cell division","Cell cycle;Cell division;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4UHC1","not","pos","sig","pos","Nude sig",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4UIF9","not","pos","sig","pos","Nude sig",TRUE,NA,"NADPH-dependent mycothiol reductase Mtr",NA,NA,"Reference proteome"
"UniRef90_W4UIQ0","NA","neg","sig","pos","Nude sig",FALSE,"GCV_T domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UIX3","not","neg","sig","neg","Nude sig",TRUE,"AXE1 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4UIY6","not","pos","sig","neg","Nude sig",FALSE,NA,"Phosphate regulon sensor protein PhoR",NA,NA,"Reference proteome"
"UniRef90_W4UJ66","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UJS7","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4UK86","not","pos","sig","pos","Nude sig",TRUE,NA,"NLP/P60-family secreted protein",NA,NA,"Reference proteome"
"UniRef90_W4ULH1","not","neg","sig","neg","Nude sig",TRUE,NA,"DNA polymerase IV",NA,NA,"Reference proteome"
"UniRef90_W4ULP7","NA","neg","sig","pos","Nude sig",FALSE,NA,"IMP cyclohydrolase",NA,NA,"Hydrolase;Reference proteome"
"UniRef90_W4ULR3","not","pos","sig","neg","Nude sig",FALSE,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",NA,NA,NA,"Aminotransferase;Glutamine amidotransferase;Reference proteome;Repeat;Transferase"
"UniRef90_A0A085AZC7","sig","pos","NA","pos","Balbc sig",TRUE,NA,"Transposase family protein",NA,NA,""
"UniRef90_A0A085B195","sig","neg","not","neg","Balbc sig",TRUE,"XRE family transcriptional regulator",NA,NA,NA,""
"UniRef90_A0A085B5C0","sig","pos","not","neg","Balbc sig",FALSE,"Transcriptional regulator",NA,NA,NA,""
"UniRef90_A0A1F0IPT3","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A1N4WH88","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A1N4XLK8","sig","pos","sig","neg","Disagree",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A1N4XV83","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A1N4YY83","sig","pos","NA","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A1N4ZV59","sig","neg","not","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A2B7I7L7","sig","pos","NA","neg","Balbc sig",FALSE,"Secreted protein",NA,NA,NA,""
"UniRef90_A0A2B7IC74","sig","pos","sig","pos","Agree",TRUE,NA,"Lactate dehydrogenase",NA,NA,""
"UniRef90_A0A2B7ID19","sig","neg","not","neg","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7ID73","sig","neg","not","neg","Balbc sig",TRUE,"Trk system potassium uptake protein TrkH",NA,NA,NA,""
"UniRef90_A0A2B7IDP8","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A2B7IGE2","sig","pos","NA","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A2B7IHZ8","sig","pos","not","neg","Balbc sig",FALSE,NA,"DUF2550 domain-containing protein",NA,NA,""
"UniRef90_A0A2B7IWK7","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7IXV8","sig","pos","not","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7IZW1","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A2B7IZZ1","sig","pos","sig","neg","Disagree",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JAD2","sig","neg","not","neg","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JS39","sig","neg","NA","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A2B7JSS7","sig","pos","NA","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JST4","sig","pos","not","pos","Balbc sig",TRUE,NA,"Fe3+-hydroxamate ABC transporter substrate-binding protein",NA,NA,""
"UniRef90_A0A2B7JV96","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JW05","sig","pos","not","pos","Balbc sig",TRUE,"Methylenetetrahydrofolate reductase",NA,"One-carbon metabolism; tetrahydrofolate interconversion",NA,"FAD;Flavoprotein;Oxidoreductase"
"UniRef90_A0A2B7JWH9","sig","neg","not","neg","Balbc sig",TRUE,NA,"Alpha/beta hydrolase",NA,NA,"Hydrolase"
"UniRef90_A0A2B7JWZ1","sig","pos","not","neg","Balbc sig",FALSE,"DUF4147 domain-containing protein",NA,NA,NA,""
"UniRef90_A0A2C6LG30","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A371N3T4","sig","neg","not","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A371N5T6","sig","neg","not","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371N6R7","sig","neg","not","pos","Balbc sig",FALSE,"DUF222 domain-containing protein",NA,NA,NA,""
"UniRef90_A0A371N7M0","sig","neg","NA","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A371N808","sig","pos","NA","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A371N866","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371N8A4","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371N958","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371N9F7","sig","neg","NA","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A371N9I7","sig","neg","not","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A371NA83","sig","pos","sig","pos","Agree",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3A8VN35","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A3A8VNS1","sig","neg","not","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3A8WA22","sig","pos","sig","pos","Agree",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3D8Z1I1","sig","pos","NA","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3D8Z2Q8","sig","neg","not","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3D8Z302","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A3D8Z5A2","sig","pos","NA","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_A0A3E2DD68","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3E2DJE9","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_A0A3E2DQK5","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D1YA49","sig","pos","NA","neg","Balbc sig",FALSE,"Oxidoreductase",NA,NA,NA,""
"UniRef90_D1YAP2","sig","pos","not","pos","Balbc sig",TRUE,"DUF488 family protein",NA,NA,NA,""
"UniRef90_D1YEL4","sig","neg","not","pos","Balbc sig",FALSE,"Transcriptional regulator",NA,NA,NA,""
"UniRef90_D4H9Q2","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HAF2","sig","neg","NA","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HBA4","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HBE9","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D4HBJ3","sig","neg","not","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HBZ4","sig","neg","not","pos","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HC31","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D4HC52","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D4HD88","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D4HDI7","sig","pos","sig","neg","Disagree",FALSE,NA,NA,NA,NA,""
"UniRef90_D4HDJ4","sig","neg","NA","neg","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_D4HET0","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_E4HGJ4","sig","neg","NA","pos","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_E4HGL6","sig","pos","NA","pos","Balbc sig",TRUE,"DUF222 domain-containing protein",NA,NA,NA,""
"UniRef90_E4HJP1","sig","pos","not","neg","Balbc sig",FALSE,NA,"HTH domain protein",NA,NA,""
"UniRef90_E4HK87","sig","pos","not","neg","Balbc sig",FALSE,NA,"CarD-like protein",NA,NA,""
"UniRef90_E4HMG2","sig","pos","not","pos","Balbc sig",TRUE,"DUF3145 domain-containing protein",NA,NA,NA,""
"UniRef90_E6D4I2","sig","pos","not","pos","Balbc sig",TRUE,"Transposase",NA,NA,NA,""
"UniRef90_E6D5J2","sig","pos","NA","pos","Balbc sig",TRUE,"Transposase",NA,NA,NA,""
"UniRef90_E6D5R5","sig","pos","NA","neg","Balbc sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_E6D6Y5","sig","pos","not","pos","Balbc sig",TRUE,"Cupin domain-containing protein",NA,NA,NA,""
"UniRef90_E6D748","sig","pos","not","pos","Balbc sig",TRUE,NA,"Kinase, PfkB family",NA,NA,"Kinase;Transferase"
"UniRef90_E6D7G8","sig","pos","not","pos","Balbc sig",TRUE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_E6D7H2","sig","pos","not","neg","Balbc sig",FALSE,NA,"ABC transporter, ATP-binding protein",NA,NA,"ATP-binding;Nucleotide-binding"
"UniRef90_E6D7Q6","sig","pos","NA","neg","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_E6D955","sig","pos","not","neg","Balbc sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_E6DA33","sig","neg","NA","pos","Balbc sig",FALSE,NA,"Uncharacterized protein",NA,NA,""
"UniRef90_F3NXL9","sig","pos","not","neg","Balbc sig",FALSE,NA,"Alkaline shock protein 23",NA,NA,""
"UniRef90_F3NXQ8","sig","pos","not","pos","Balbc sig",TRUE,"Mur_ligase_M domain-containing protein",NA,NA,NA,""
"UniRef90_F3P088","sig","pos","not","neg","Balbc sig",FALSE,NA,"Sigma-70, region 4",NA,NA,"DNA-binding;Sigma factor;Transcription;Transcription regulation"
"UniRef90_F9NSF5","sig","pos","NA","neg","Balbc sig",FALSE,"Fumarate reductase iron-sulfur subunit",NA,NA,NA,"2Fe-2S;3Fe-4S;4Fe-4S;Iron;Iron-sulfur;Metal-binding"
"UniRef90_F9NSZ1","sig","pos","not","neg","Balbc sig",FALSE,NA,"Glycosyltransferase, group 2 family protein",NA,NA,"Glycosyltransferase;Transferase"
"UniRef90_F9NW09","sig","pos","sig","neg","Disagree",FALSE,"Phosphate transport system permease protein PstA",NA,NA,"Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane","Cell membrane;Membrane;Transmembrane;Transmembrane helix"
"UniRef90_F9NW82","sig","pos","not","neg","Balbc sig",FALSE,NA,"SNARE-like domain protein",NA,NA,"Membrane;Transmembrane;Transmembrane helix"
"UniRef90_F9NXR4","sig","pos","not","pos","Balbc sig",TRUE,NA,"Acyl-CoA thioester hydrolase, YbgC/YbaW family",NA,NA,"Hydrolase"
"UniRef90_F9NY22","sig","pos","sig","pos","Agree",TRUE,"Thiamine-phosphate synthase",NA,"Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1","Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)","Magnesium;Metal-binding;Thiamine biosynthesis;Transferase"
"UniRef90_F9NY35","sig","pos","not","pos","Balbc sig",TRUE,"DUF5319 domain-containing protein",NA,NA,NA,""
"UniRef90_G4CUD4","sig","pos","not","neg","Balbc sig",FALSE,"Disulfide bond formation protein B",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_G4CWZ0","sig","pos","not","neg","Balbc sig",FALSE,"Membrane protein insertase YidC",NA,NA,"Required for the insertion and/or proper folding and/or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins","Membrane;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_H9ZML5","sig","pos","not","pos","Balbc sig",TRUE,"Phage protein",NA,NA,NA,""
"UniRef90_K4HN20","sig","pos","sig","pos","Agree",TRUE,"Head-to-tail stopper",NA,NA,NA,""
"UniRef90_Q50H64","sig","pos","not","pos","Balbc sig",TRUE,NA,"Camp factor-1",NA,NA,"Signal"
"UniRef90_Q6A5B2","sig","pos","not","pos","Balbc sig",TRUE,"Ribosomal RNA small subunit methyltransferase G",NA,NA,"Specifically methylates the N7 position of guanine in position 518 of 16S rRNA","Cytoplasm;Methyltransferase;rRNA processing;S-adenosyl-L-methionine;Transferase"
"UniRef90_Q6A5S3","sig","pos","not","neg","Balbc sig",FALSE,"Uracil phosphoribosyltransferase",NA,"Pyrimidine metabolism; UMP biosynthesis via salvage pathway; UMP from uracil: step 1/1","Catalyzes the conversion of uracil and 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) to UMP and diphosphate","Allosteric enzyme;Glycosyltransferase;GTP-binding;Magnesium;Nucleotide-binding;Transferase"
"UniRef90_Q6A5Y7","sig","pos","not","neg","Balbc sig",FALSE,"Transposase",NA,NA,NA,""
"UniRef90_Q6A6J6","sig","pos","not","neg","Balbc sig",FALSE,"UPF0336 protein PPA1896",NA,NA,NA,""
"UniRef90_Q6A6P3","sig","pos","not","neg","Balbc sig",FALSE,"30S ribosomal protein S5",NA,NA,"With S4 and S12 plays an important role in translational accuracy","Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding"
"UniRef90_Q6A6Q8","sig","pos","not","pos","Balbc sig",TRUE,"30S ribosomal protein S13",NA,NA,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites","Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;tRNA-binding"
