"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxLev","mouse.line"
"s__Neisseria bacilliformis",24.2868467232712,2.65191443282371,2.91997373892517,0.90819804215084,0.36377359831918,0.857355531919055,"species","Nude"
"s__Staphylococcus epidermidis",17445.2264595159,-1.37143491238075,1.50906568125274,-0.908797363440315,0.363457098573677,0.857355531919055,"species","Nude"
"s__Streptococcus vestibularis",65.5719030511943,2.46922252694257,2.72075729924355,0.907549720671184,0.364116168942498,0.857355531919055,"species","Nude"
"s__Agrococcus jejuensis",6.91469649981475,-2.81142479328778,3.10146222619298,-0.906483648114193,0.364679916001076,0.857502473966429,"species","Nude"
"k__Heunggongvirae",1148.93170750317,-0.601775964578466,0.666244210702838,-0.903236313218598,0.366400489049847,0.858552680507215,"kingdom","Nude"
"f__Gemmatimonadaceae",29.8715449832318,-2.41566296890048,2.67469958670268,-0.903153004886977,0.366444695774318,0.858552680507215,"family","Nude"
"g__Coprococcus",66.2543946944337,-2.0837550989627,2.30397564070275,-0.904417157087271,0.365774243931109,0.858552680507215,"genus","Nude"
"g__Oscillibacter",28.5255813660238,-2.51092528338047,2.79761459491857,-0.897523657454881,0.369439555422383,0.863498673798249,"genus","Nude"
"s__Exiguobacterium alkaliphilum",20.7774586933575,-2.80311536430787,3.12038993378847,-0.898322140433457,0.369013832155612,0.863498673798249,"species","Nude"
"c__Conoidasida",979.026015042305,0.446723596456623,0.514343383211843,0.868531823364841,0.385103258736618,0.867523151775598,"class","Balbc"
"f__Cyclobacteriaceae",59.8486804875691,-2.15403108433152,2.4169240722296,-0.891228280226623,0.372806715630414,0.867955984783855,"family","Nude"
"g__Empedobacter",57.7359317222794,-2.0871348178807,2.34125732018325,-0.891458960913076,0.372682998671583,0.867955984783855,"genus","Nude"
"g__Isoptericola",22.4022039198973,1.86072816980169,2.08920790908752,0.890638103420918,0.373123350674738,0.867955984783855,"genus","Nude"
"g__Macrococcus",10.2701123386978,-2.64549818516615,2.96543958355984,-0.892109958952655,0.372333997418373,0.867955984783855,"genus","Nude"
"g__Haemophilus",1746.90998875734,1.32555132704577,1.4918406432313,0.888534129338806,0.374253505747744,0.869549762462653,"genus","Nude"
"c__Verrucomicrobiae",16.6308256507479,-2.51290489418048,2.83840669704562,-0.885322352429643,0.375982797688024,0.871547632405733,"class","Nude"
"g__Schizosaccharomyces",409.411529614659,1.10732176508265,1.25149149202524,0.884801672355532,0.376263607342599,0.871547632405733,"genus","Nude"
"s__Lysobacter enzymogenes",48.2014335651607,-2.55737753753689,2.89147785216237,-0.884453441559086,0.376451485030931,0.871547632405733,"species","Nude"
"o__Planctomycetales",22.6073792400734,-2.03644158604532,2.30489955591906,-0.883527258624207,0.376951461451784,0.871672373581995,"order","Nude"
"g__Alicycliphilus",120.052330302356,1.6140270348279,1.87285064532552,0.861802321961112,0.388796306969077,0.874660517837317,"genus","Balbc"
"c__Revtraviricetes",165475.951605382,0.298924880942504,0.347408405636417,0.860442280879484,0.389545287510511,0.874832861403517,"class","Balbc"
"s__Corynebacterium freneyi",24.4446253125729,-2.41266181294702,2.80621066028799,-0.859757910227386,0.389922505112665,0.874832861403517,"species","Balbc"
"s__Corynebacterium propinquum",160.821507003082,-1.89658239946691,2.15727399691688,-0.87915693703139,0.379316189725316,0.875069462483197,"species","Nude"
"s__Mycolicibacterium psychrotolerans",13.3147196311137,-2.20620610934238,2.50725505515335,-0.879928870741652,0.378897843466225,0.875069462483197,"species","Nude"
"p__Ascomycota",37475.3897515471,-0.27004704608313,0.30787447916729,-0.877133586432782,0.380414083844055,0.875159993006487,"phylum","Nude"
"s__Lacticaseibacillus paracasei",35.9596556299514,-2.53595901771819,2.89291937430498,-0.876608950889775,0.380699075770478,0.875159993006487,"species","Nude"
"s__Veillonella sp. S12025-13",39.7179746731014,2.30212842091889,2.62467147607096,0.877111075388795,0.380426309575779,0.875159993006487,"species","Nude"
"o__Desulfovibrionales",31.6402661980618,2.48115829501339,2.8368266836951,0.874624561759117,0.38177821895773,0.875580563196484,"order","Nude"
"s__Enterococcus faecium",91.1223253407191,-1.8839411273987,2.15250175991726,-0.87523325763558,0.381447000845942,0.875580563196484,"species","Nude"
"f__Rikenellaceae",14.8102958985684,2.5648242004678,2.9961862376478,0.856029631349403,0.391981389617887,0.878270129694916,"family","Balbc"
"g__Citrobacter",77.3042111566697,-2.01327187685778,2.30997106276428,-0.87155718498419,0.383449996477055,0.878383696501953,"genus","Nude"
"c__Synergistia",14.4148511525544,-2.22392778942309,2.55685917070962,-0.869788924982469,0.384415764944435,0.879564876699561,"class","Nude"
"c__Thermoleophilia",55.1849205964812,-1.67158082131638,1.93119793787715,-0.865566801067448,0.386727768123032,0.881757361624742,"class","Nude"
"o__Gemmatales",23.6507879522561,-2.38221261068443,2.74752819729296,-0.867038457705927,0.385920938508012,0.881757361624742,"order","Nude"
"g__Haematobacter",27.7238007122751,-2.012854462832,2.32492344753896,-0.865772361220192,0.386615008825074,0.881757361624742,"genus","Nude"
"f__Synergistaceae",12.9246823542516,-1.97834133646044,2.28942045300661,-0.864123203696535,0.387520213547188,0.882534379103969,"family","Nude"
"s__Erwinia amylovora",74.3216386725828,-2.27169432073042,2.63266935857421,-0.86288629953923,0.388199984082092,0.883053281602337,"species","Nude"
"s__Mycobacterium sp. THAF192",375.636553686541,1.28789617497888,1.49504027934583,0.861445803682569,0.388992558301082,0.883689097474122,"species","Nude"
"s__Staphylococcus aureus",7368851.77603862,1.46044293501128,1.69673925479907,0.860735042747765,0.389383988191002,0.883689097474122,"species","Nude"
"c__Caudoviricetes",1094.21607942187,-0.550705330858239,0.643726957241197,-0.855495213713562,0.392277053006071,0.885106244825408,"class","Nude"
"c__unclassified-o__Chroococcales",11.0771102538191,-2.76730045957517,3.2468641845197,-0.852299419473417,0.394047928163915,0.885106244825408,"class","Nude"
"f__Drexlerviridae",31.3514155257715,-2.00123304928068,2.34353543375893,-0.853937610864619,0.393139558768977,0.885106244825408,"family","Nude"
"g__Geminocystis",11.1728192357553,-2.50504269420449,2.94220668516634,-0.851416287929096,0.394538147002523,0.885106244825408,"genus","Nude"
"g__Megamonas",16.8257479088864,-2.45040117944623,2.85645920662501,-0.857845676130432,0.390977684291393,0.885106244825408,"genus","Nude"
"g__Niallia",16.701360940149,2.01918176224369,2.36073864272542,0.855317791516554,0.392375240680328,0.885106244825408,"genus","Nude"
"s__Acinetobacter lwoffii",237.496339439782,-1.62093079705968,1.90329568741944,-0.851644233617427,0.394411580972841,0.885106244825408,"species","Nude"
"s__Saccharomyces cerevisiae",101.520163616829,-1.90018292755825,2.21909052549677,-0.856289054333587,0.391837914143618,0.885106244825408,"species","Nude"
"s__Sphingomonas sp. AAP5",313.555896546678,-1.3688959424769,1.60545893881836,-0.852650858504313,0.393852949925046,0.885106244825408,"species","Nude"
"s__Tannerella sp. oral taxon HOT-286",44.2817967970798,1.86151440358631,2.1707830848152,0.857531282884848,0.391151333714867,0.885106244825408,"species","Nude"
"s__Pseudomonas lundensis",19.7556853098552,-1.91526188077636,2.25457132249762,-0.849501571169917,0.395602256306472,0.886475698191338,"species","Nude"
"p__Synergistetes",14.6217358810058,-2.05920639467529,2.46173576898172,-0.836485548376732,0.40288180345134,0.888281862787508,"phylum","Nude"
"c__Deinococci",36.0856187302784,-2.14063410828718,2.54636502529787,-0.84066270429424,0.400536919855544,0.888281862787508,"class","Nude"
"o__Chroococcales",11.0784334228287,-2.7344108547123,3.2469317648753,-0.84215223870506,0.399702744008458,0.888281862787508,"order","Nude"
"o__Hyphomonadales",10.9606411954188,-2.71432264120736,3.24697361114341,-0.835954635384771,0.403180424320792,0.888281862787508,"order","Nude"
"f__Saccharomycetaceae",3517.91596556339,0.464962708134461,0.556261031772054,0.835871437287727,0.403227232493613,0.888281862787508,"family","Nude"
"g__Micrococcus",1841.63687737812,-1.09320415671715,1.30441357645508,-0.838080940316552,0.401985246591445,0.888281862787508,"genus","Nude"
"s__Actinomyces radicidentis",72.6570980396782,1.79690736249155,2.13256275243088,0.842604683235363,0.399449571000794,0.888281862787508,"species","Nude"
"s__Bifidobacterium thermophilum",127.84705698207,-2.09320960473948,2.47929998660103,-0.844274438773802,0.39851606631943,0.888281862787508,"species","Nude"
"s__Clostridium kluyveri",56.3888416629461,1.78552241793277,2.13052492923308,0.838066897708395,0.401993132842323,0.888281862787508,"species","Nude"
"s__Corynebacterium genitalium",115.337695345645,-1.37419479408384,1.63566993245217,-0.840141868979439,0.400828847079944,0.888281862787508,"species","Nude"
"s__Dietzia psychralcaliphila",9.50308491194017,-2.59871491189553,3.09953699294266,-0.838420356915419,0.401794660345052,0.888281862787508,"species","Nude"
"s__Haematobacter massiliensis",31.1357132764501,-2.21403778467454,2.62123517143097,-0.844654386147986,0.398303834041008,0.888281862787508,"species","Nude"
"s__Kocuria rhizophila",761.996828589322,-1.35953598336729,1.62215831419067,-0.838103144109943,0.401972777253587,0.888281862787508,"species","Nude"
"s__Lactobacillus kefiranofaciens",20.80148151326,-2.42068537585441,2.86720071922634,-0.844267846203522,0.398519749420451,0.888281862787508,"species","Nude"
"s__Microbacterium sp. PAMC22086",11.7368307539757,-2.65580221019553,3.15902060759379,-0.840704300507378,0.400513610765748,0.888281862787508,"species","Nude"
"s__Burkholderia multivorans",24.9461841423086,2.69716699266512,3.23253903087999,0.834380332889863,0.404066696271511,0.889128743822673,"species","Nude"
"s__Pseudomonas fragi",20.7065996298723,2.40485633734597,2.88554205954347,0.833415797698146,0.404610268157412,0.889323356557462,"species","Nude"
"s__Pseudomonas syringae",29.3137843424225,-2.64425031412132,3.12536501131742,-0.846061277497535,0.397518560965105,0.889481129031987,"species","Balbc"
"g__Salipiger",2037.22065479944,1.07910553936618,1.29721435263811,0.831863706388716,0.405485879807337,0.890246527127569,"genus","Nude"
"o__Glomerellales",216.736554152693,-0.572033477160843,0.688997514531762,-0.830240262259281,0.406402955571265,0.891258558009261,"order","Nude"
"o__Streptosporangiales",1138.98301590583,-0.485497146006405,0.57698298741462,-0.841441007094246,0.400100920755365,0.891868598058928,"order","Balbc"
"g__Chroococcidiopsis",34.2748139395223,1.84760987650649,2.20327831278453,0.838573078029105,0.4017089234072,0.891868598058928,"genus","Balbc"
"g__Modestobacter",20.1963071962847,-2.174373419696,2.59172152625868,-0.838968769470714,0.401486835110911,0.891868598058928,"genus","Balbc"
"s__Aspergillus puulaauensis",274.394022831495,2.00248208477524,2.3884036190525,0.838418627739994,0.401795631159121,0.891868598058928,"species","Balbc"
"s__Fusobacterium pseudoperiodonticum",127.68407124821,-2.14397616321925,2.55415943975491,-0.839405766863553,0.40124164883328,0.891868598058928,"species","Balbc"
"s__Saccharomyces cerevisiae",54.8570804696891,-1.88667681730318,2.24052982369162,-0.842067263445121,0.399750304118493,0.891868598058928,"species","Balbc"
"s__Mycolicibacterium aurum",32.7535953739493,-2.37096042394375,2.86286321754424,-0.828178031494482,0.40756968325615,0.892815203007307,"species","Nude"
"g__Methanothrix",13.4803661625413,2.52375164238828,3.01790100487674,0.836260579227104,0.403008324916121,0.893370847919113,"genus","Balbc"
"g__Sinorhizobium",76.2448834856079,-1.77507317668904,2.15025979156388,-0.825515681246143,0.40907888365998,0.895117736474358,"genus","Nude"
"s__Hyphomonas neptunium",12.3851951799639,-2.59169488777994,3.14367517017783,-0.824415611500131,0.409703447365399,0.895481584062629,"species","Nude"
"s__Methylobacterium currus",23.0312982443578,-2.31853591595412,2.78818329164286,-0.831557926232314,0.405658518962141,0.89805146229733,"species","Balbc"
"o__Verrucomicrobiales",14.816848329073,-2.32394058488556,2.8351810669311,-0.819679777066609,0.412398681495573,0.899561063702197,"order","Nude"
"g__Lysobacter",68.7238254597941,-1.69564248748912,2.06907159620253,-0.819518517677794,0.412490641288213,0.899561063702197,"genus","Nude"
"s__Delftia lacustris",552.054707671764,-1.30609275443221,1.57633833251705,-0.828561183528848,0.407352760265427,0.900606168915739,"species","Balbc"
"s__Nocardioides sp. JS614",27.2981110891661,-2.36201678720168,2.89050071275715,-0.817165267172218,0.413833988489769,0.901484518962105,"species","Nude"
"g__Tetrapisispora",10.7063549134427,-2.42039315005,2.97248233410684,-0.814266622303498,0.415492226534942,0.902079789610308,"genus","Nude"
"s__Achromobacter spanius",10.0785823047796,-2.53876396159192,3.11619567242455,-0.814699790535501,0.415244173300766,0.902079789610308,"species","Nude"
"s__Campylobacter gracilis",24.1219683596586,2.62185918027372,3.21872237754974,0.814565182309887,0.415321247156693,0.902079789610308,"species","Nude"
"k__unclassified-p__Synergistetes",14.1374596848529,-1.97919787386982,2.43765201559722,-0.811927978729531,0.416832958962179,0.903082584227456,"kingdom","Nude"
"s__Exiguobacterium sp. PFWT01",45.2141502833047,-2.39295580547399,2.94805297886342,-0.811707192045292,0.416959666522475,0.903082584227456,"species","Nude"
"s__Salipiger profundus",33.6595438290916,-2.604664050732,3.21149687190759,-0.811043620660564,0.417340621063149,0.903082584227456,"species","Nude"
"f__Nakamurellaceae",22.9781192046645,-1.85795985338621,2.29324926814961,-0.810186611281633,0.417832931292965,0.903147729808025,"family","Nude"
"f__Sphingosinicellaceae",16.5426859259293,-1.88434099726583,2.32851233794277,-0.80924673086793,0.418373240044723,0.90331636579822,"family","Nude"
"f__Nocardiopsaceae",1032.47540786338,-0.599827653121964,0.727632159492333,-0.824355610588271,0.409737529133764,0.903764965559629,"family","Balbc"
"f__Sphingomonadaceae",2041.61772504155,-0.359021418254253,0.435636986722704,-0.824129789702133,0.409865815214805,0.903764965559629,"family","Balbc"
"o__Chroococcidiopsidales",33.6530222539193,1.83748005623771,2.23658301632459,0.821556831481832,0.411329166632704,0.904888674188237,"order","Balbc"
"s__Geobacillus stearothermophilus",59.7766176093793,-2.3779127800002,2.89521480521987,-0.82132516582638,0.411461076805449,0.904888674188237,"species","Balbc"
"k__Heunggongvirae",1185.10396847258,0.36440909897552,0.44421084252937,0.820351653058597,0.41201566826143,0.904914517775763,"kingdom","Balbc"
"g__Abiotrophia",201.485405372396,-1.33840134384178,1.65917916120653,-0.806664750338665,0.41985965784282,0.904989911210636,"genus","Nude"
"s__Bacteroides xylanisolvens",21.7304612068266,-2.5270780345306,3.13460406895231,-0.806187313913373,0.42013485235969,0.904989911210636,"species","Nude"
"s__Schaalia turicensis",34.6511617111928,-2.36069946681521,2.9307671147538,-0.805488588612581,0.420537788832783,0.904989911210636,"species","Nude"
"s__[Haemophilus] ducreyi",81.8500940556364,-1.5549101308895,1.89827447579899,-0.819117651695253,0.412719291813291,0.905267183490469,"species","Balbc"
"f__Dictyosteliaceae",37.1422642923678,1.52866681643089,1.87083427504591,0.817104345810311,0.413868799644886,0.906595649156405,"family","Balbc"
"f__Pasteurellaceae",353291.805268106,0.433880877970965,0.540727050204593,0.802402760887954,0.422320016554103,0.906827815765623,"family","Nude"
"s__Achromobacter xylosoxidans",105.576058534242,-1.68245709724523,2.09476191765667,-0.803173421792646,0.421874505195342,0.906827815765623,"species","Nude"
"o__Acidobacteriales",5.29273721624237,-2.6030960362322,3.26698936686776,-0.796787422276779,0.425574501112757,0.909572701925266,"order","Nude"
"f__Chaetomiaceae",165.066690837807,0.712625981435156,0.892881304694425,0.798119501089835,0.424801145777018,0.909572701925266,"family","Nude"
"s__Babesia bigemina",30.4227010540974,-2.04582904801736,2.56543557304208,-0.797458751065587,0.425184649943873,0.909572701925266,"species","Nude"
"s__Bifidobacterium longum",47.3868002897961,-2.33539098523116,2.92985107054063,-0.797102285748683,0.42539162897314,0.909572701925266,"species","Nude"
"s__Megamonas funiformis",17.1886735628327,-2.49812920360604,3.13763279594665,-0.796182780481274,0.425925804637471,0.909572701925266,"species","Nude"
"g__Qipengyuania",33.4468056348065,-2.05672219627783,2.58777112099942,-0.794785203215153,0.426738459681276,0.910313264429272,"genus","Nude"
"f__Sclerotiniaceae",673.941720292859,0.411717725081197,0.509663183136029,0.807823163815445,0.419192388430902,0.911073939392847,"family","Balbc"
"g__Actinomyces",944.238188531021,-0.867733173050413,1.07241049128985,-0.809142749066859,0.418433041289579,0.911073939392847,"genus","Balbc"
"g__Dictyostelium",36.3709970575427,1.52531632490438,1.88815781030011,0.807833072311865,0.419186683629756,0.911073939392847,"genus","Balbc"
"g__Pseudonocardia",174.508185649788,-0.965287288726795,1.19384332773379,-0.808554411037459,0.418771496678199,0.911073939392847,"genus","Balbc"
"s__Microbacterium foliorum",55.8645775159882,-2.56696582749417,3.17195544531619,-0.809269194270881,0.41836032171939,0.911073939392847,"species","Balbc"
"s__Prevotella intermedia",54.1619363196826,1.77682594686869,2.18786210236071,0.812128856270918,0.416717696818218,0.911073939392847,"species","Balbc"
"k__Pararnavirae",174124.050156242,0.268035280788112,0.332358335808681,0.806464745756832,0.419974927655301,0.911081316405068,"kingdom","Balbc"
"g__Lysobacter",46.8816927212689,-1.72184785499146,2.13649918365592,-0.805920202620941,0.420288861616975,0.911081316405068,"genus","Balbc"
"f__Dysgonomonadaceae",17.7649599136886,-2.2678103540062,2.88106103757524,-0.787144154333792,0.431197484345461,0.915066016713142,"family","Nude"
"f__Herelleviridae",144.236340954449,-1.28246680122329,1.63328484015337,-0.785207068414879,0.432332171844542,0.915066016713142,"family","Nude"
"g__Thermothielavioides",98.6436847235993,1.03423095313473,1.32320440236742,0.781610876811113,0.434443292721371,0.915066016713142,"genus","Nude"
"s__Bacteroides thetaiotaomicron",4.86042182656374,-2.45662345227688,3.13811352108866,-0.7828344754796,0.433724319588485,0.915066016713142,"species","Nude"
"s__Cryptococcus neoformans",100.20426680407,1.16256913696701,1.48786385267337,0.781367955729369,0.434586112338688,0.915066016713142,"species","Nude"
"s__Lawsonella clevelandensis",270.880719494493,-1.24160462662076,1.57874853151645,-0.786448634367467,0.431604700475048,0.915066016713142,"species","Nude"
"s__Microvirgula aerodenitrificans",4.86042182656374,-2.45662345227688,3.13811352108866,-0.7828344754796,0.433724319588485,0.915066016713142,"species","Nude"
"s__Niallia circulans",16.7009058564006,2.03109770575053,2.58527512137129,0.78564083526754,0.432077933946233,0.915066016713142,"species","Nude"
"s__Pantoea sp. CCBC3-3-1",4.86042182656374,-2.45662345227688,3.13811352108866,-0.7828344754796,0.433724319588485,0.915066016713142,"species","Nude"
"s__Plasmodium vivax",189.130917181149,1.21311810200231,1.53641172614225,0.789578783708129,0.429773802751495,0.915066016713142,"species","Nude"
"s__Prevotella enoeca",4.86042182656374,-2.45662345227688,3.13811352108866,-0.7828344754796,0.433724319588485,0.915066016713142,"species","Nude"
"s__Xylophilus rhododendri",4.86042182656374,-2.45662345227688,3.13811352108866,-0.7828344754796,0.433724319588485,0.915066016713142,"species","Nude"
"s__Haemophilus parainfluenzae",1425.44647388793,1.41118898733122,1.81268621834457,0.77850704277985,0.436270156348234,0.915651864129376,"species","Nude"
"s__Pseudomonas extremaustralis",10.2370904896662,-2.45386913794093,3.15030916266115,-0.778929626026953,0.436021171016954,0.915651864129376,"species","Nude"
"s__Pseudomonas rhodesiae",45.0586279480396,1.89085661906038,2.42735788401514,0.778977270517969,0.435993104103654,0.915651864129376,"species","Nude"
"p__Actinobacteria",363452.373812773,-0.250022955892112,0.320956568099268,-0.77899311228547,0.435983772100912,0.917657762742703,"phylum","Balbc"
"p__Apicomplexa",2658.4063529858,0.252441363173564,0.323731016565779,0.779787385995714,0.435516032289927,0.917657762742703,"phylum","Balbc"
"c__Actinomycetia",347794.309485806,-0.273873883582998,0.347472239274137,-0.788189249751622,0.430586016309347,0.917657762742703,"class","Balbc"
"o__Burkholderiales",12212.4850605687,-0.341530664868214,0.436450316248331,-0.782518999651477,0.433909623876235,0.917657762742703,"order","Balbc"
"o__Dictyosteliales",36.9547329409639,1.47208457617264,1.86704429256048,0.788457232663619,0.430429305034717,0.917657762742703,"order","Balbc"
"o__Rhodobacterales",3571.55358053518,0.376303968819943,0.472920911674996,0.795701690346375,0.426205444135325,0.917657762742703,"order","Balbc"
"f__Hymenobacteraceae",78.5971971909017,-1.50591194872175,1.90364312395337,-0.79106841496339,0.428904069284065,0.917657762742703,"family","Balbc"
"g__Finegoldia",1252.47248973822,-0.824747741831181,1.04996774194274,-0.785498171882081,0.43216154174748,0.917657762742703,"genus","Balbc"
"g__Gordonia",179.174537675636,-0.817724983566408,1.03906451638846,-0.786981915626014,0.431292452658777,0.917657762742703,"genus","Balbc"
"g__Ligilactobacillus",24.5452309801955,2.02517172083719,2.55511265565004,0.792595863183955,0.428013319702105,0.917657762742703,"genus","Balbc"
"g__Mobiluncus",14.3031021255307,2.35860927479125,3.02614069846495,0.779411636738399,0.435737271164471,0.917657762742703,"genus","Balbc"
"g__Pochonia",1012.4899597215,0.804724587067475,1.03138950160903,0.780233447996177,0.435253477843457,0.917657762742703,"genus","Balbc"
"s__Methanothrix soehngenii",12.9750342393393,2.4616724720798,3.11132860014613,0.79119655569784,0.428829301096825,0.917657762742703,"species","Balbc"
"s__Pantoea sp. SO10",13.1172733110293,2.48223926906433,3.10839024640974,0.798561014638164,0.4245450007573,0.917657762742703,"species","Balbc"
"s__Phytobacter ursingii",57.5128777755101,-1.73302279709197,2.19690329620913,-0.788848011690998,0.430200844285762,0.917657762742703,"species","Balbc"
"s__Pluralibacter gergoviae",41.2590477321271,-1.76734376300694,2.22771502569314,-0.793343736799117,0.427577581291826,0.917657762742703,"species","Balbc"
"s__Porphyrobacter sp. CACIAM 03H1",12.9750342393393,2.4616724720798,3.11132860014613,0.79119655569784,0.428829301096825,0.917657762742703,"species","Balbc"
"s__Pseudomonas fluorescens",139.086589829712,-1.56226355667783,1.98390697671301,-0.787468149976584,0.43100786602262,0.917657762742703,"species","Balbc"
"s__Pseudomonas sediminis",38.0549224648423,-1.97435790177715,2.5328257058429,-0.779508000579181,0.435680526542867,0.917657762742703,"species","Balbc"
"s__Pyxidicoccus sp. SCPEA002",21.4906101985985,-2.20315157723606,2.81221866707194,-0.78342114823168,0.43337984124353,0.917657762742703,"species","Balbc"
"s__Sphingomonas sp. NIC1",51.7675053805695,-2.46118679142748,3.14884021415712,-0.781616920529036,0.434439739808206,0.917657762742703,"species","Balbc"
"s__Staphylococcus capitis",2790.42448123229,-1.22311649522141,1.55387654743296,-0.787138783478022,0.43120062804423,0.917657762742703,"species","Balbc"
"s__Sugiyamaella lignohabitans",211.075768590397,1.23604756527514,1.5749616575101,0.784811210724484,0.432564266143294,0.917657762742703,"species","Balbc"
"f__Aerococcaceae",105.462125362597,0.762948353493303,0.981164732221442,0.777594555162946,0.436808071924077,0.917878577920054,"family","Balbc"
"s__Streptococcus sp. oral taxon 061",66.058242068703,-1.75261578605267,2.25577203214693,-0.776947209680855,0.437189916537806,0.917878577920054,"species","Balbc"
"g__Bacillus",450.066203924718,-0.940399093897392,1.21526979191153,-0.773819196491518,0.439037718803069,0.9182884281615,"genus","Balbc"
"g__Mycobacterium",776.620657627817,0.833890751470427,1.07644413624659,0.774671646573398,0.438533709210225,0.9182884281615,"genus","Balbc"
"s__Nocardioides aquaticus",25.8963629262045,-2.44631543162869,3.15680591162407,-0.774933746360776,0.438378810048439,0.9182884281615,"species","Balbc"
"f__Dermabacteraceae",550.208865073393,-0.589522540353895,0.7625883409211,-0.773054751455856,0.439489978419782,0.919778372545824,"family","Nude"
"s__Microbacterium hominis",23.181474526894,-2.19241562953057,2.83397091391652,-0.773619665171748,0.439155739379193,0.919778372545824,"species","Nude"
"s__Vibrio virus 2019VC1",31.4435800431599,-2.02374702923417,2.61876412942774,-0.772787058785781,0.43964841348915,0.919778372545824,"species","Nude"
"s__Parabacteroides goldsteinii",119.436362642932,-1.26386251888199,1.63957616419092,-0.770847092367723,0.440797570279358,0.920813971999611,"species","Balbc"
"s__Chroococcidiopsis thermalis",32.8732826914696,1.92789909327798,2.50429047933049,0.76983844693344,0.441395730230045,0.920909489729018,"species","Balbc"
"k__Metazoa",2500735.55008268,0.260961621144663,0.343448872336133,0.75982669376553,0.447358184599696,0.92118445300007,"kingdom","Nude"
"c__Agaricomycetes",68.4068703602568,-1.63535515161275,2.14192032861234,-0.763499524126667,0.445165546027714,0.92118445300007,"class","Nude"
"f__Planctomycetaceae",20.3232190445307,-1.73596577248133,2.28960660897947,-0.758193903561052,0.448334910339338,0.92118445300007,"family","Nude"
"f__Pseudonocardiaceae",379.839207639852,-1.04483638164396,1.37016490086095,-0.76256250688325,0.445724351908689,0.92118445300007,"family","Nude"
"f__Thermoactinomycetaceae",60.7354352863259,-0.836552280750852,1.1020177900863,-0.759109597210172,0.447786998576158,0.92118445300007,"family","Nude"
"g__Aureimonas",32.6881715060351,-1.78193304878589,2.3415709224795,-0.760998965130207,0.446657685366746,0.92118445300007,"genus","Nude"
"g__Lawsonella",249.043822790726,-0.986234340217088,1.28931466533089,-0.764929126098152,0.444313749068651,0.92118445300007,"genus","Nude"
"g__Nonomuraea",18.986726589713,-1.97272093479459,2.59482137985161,-0.760253075650011,0.447103324767051,0.92118445300007,"genus","Nude"
"s__Aquiflexum balticum",57.3410201704674,-2.2804548099539,3.00720830424795,-0.758329513367119,0.448253743244684,0.92118445300007,"species","Nude"
"s__Enterococcus durans",22.3634585304722,-1.97612958857053,2.59658913244705,-0.761048239737568,0.446628254645466,0.92118445300007,"species","Nude"
"s__Leishmania braziliensis",149.997186721854,1.13790233147021,1.48972464326496,0.763833998863255,0.444966173208587,0.92118445300007,"species","Nude"
"s__Leptotrichia wadei",189.210676248378,1.1621552093154,1.52838320640076,0.760382085100372,0.447026228651616,0.92118445300007,"species","Nude"
"s__Pseudomonas oryzihabitans",136.812284473821,1.9015255954693,2.50522492082127,0.759023902271393,0.447838258603195,0.92118445300007,"species","Nude"
"s__Pseudomonas sp. NS1(2017)",21.6701638299125,-1.97162272028124,2.57125185072564,-0.766794866759093,0.443203488871067,0.92118445300007,"species","Nude"
"s__Rahnella aquatilis",86.7436454332056,2.47982257424172,3.230073659691,0.767729419049516,0.442647954425566,0.92118445300007,"species","Nude"
"s__Rothia kristinae",16.6255431882931,-1.99181812063334,2.59021120611082,-0.76897903766853,0.441905754840522,0.92118445300007,"species","Nude"
"s__Schizosaccharomyces pombe",408.867768228901,1.15527369734747,1.5188422899928,0.760627818279239,0.446879399296333,0.92118445300007,"species","Nude"
"s__Microbacterium testaceum",26.2845265709727,-1.74218853080829,2.30393046480478,-0.756181038196354,0.449540659885783,0.921723451644093,"species","Nude"
"s__Streptomyces venezuelae",28.6764777789242,-2.20183317087261,2.91031529550404,-0.756561728646405,0.449312477239653,0.921723451644093,"species","Nude"
"c__unclassified-o__Chroococcidiopsidales",32.0764822129646,1.81532272158452,2.37833230818464,0.763275474725455,0.445299125283502,0.922362205130636,"class","Balbc"
"o__Sordariales",148.567817335112,-0.59465656865022,0.776575877633786,-0.765741746269701,0.443829982120954,0.922362205130636,"order","Balbc"
"f__Methanotrichaceae",13.67864019176,2.57057047568712,3.3487712827589,0.767616017529077,0.442715343489251,0.922362205130636,"family","Balbc"
"g__Geminocystis",24.5694112248981,-2.24303980175961,2.92851930359399,-0.765929662477165,0.443718155164795,0.922362205130636,"genus","Balbc"
"g__Pahexavirus",923.0095837561,0.832919218694838,1.09274372017847,0.762227412808927,0.445924287829502,0.922362205130636,"genus","Balbc"
"s__Anaerococcus prevotii",138.758891070666,-1.74900227823484,2.29299972986129,-0.762757297987401,0.445608152087349,0.922362205130636,"species","Balbc"
"s__Lactobacillus gasseri",50.3792674645167,-2.40209109183504,3.15169326792111,-0.762158905590288,0.445965169367302,0.922362205130636,"species","Balbc"
"g__Conexibacter",42.7891266970733,-1.96494586723328,2.60763425104083,-0.753535840560837,0.451127982447081,0.923687391016463,"genus","Nude"
"g__Microbacterium",712.005313801682,-0.94364487847241,1.25316390406183,-0.753009941807142,0.451443939826367,0.923687391016463,"genus","Nude"
