"sample","buffa.score","source","avg_z_score"
"TCGA-43-2578-01A-01R-0851-07",37,"lusc-tumor",0.89639852797516
"TCGA-43-2581-01A-01R-0851-07",23,"lusc-tumor",0.26553883091102
"TCGA-43-3394-01A-01R-0980-07",43,"lusc-tumor",1.2126660137781
"TCGA-43-3394-11A-01R-1758-07",-23,"lusc",-0.497321452000893
"TCGA-43-3920-01A-01R-0980-07",35,"lusc-tumor",1.03191584284264
"TCGA-43-5668-01A-01R-1635-07",9,"lusc-tumor",0.0395022115303188
"TCGA-43-5670-01A-21R-2125-07",35,"lusc-tumor",0.58323605665775
"TCGA-43-5670-11A-01R-2125-07",-25,"lusc",-0.462869105465096
"TCGA-43-6143-01A-11R-1820-07",23,"lusc-tumor",0.531307671599168
"TCGA-43-6143-11A-01R-1820-07",-19,"lusc",-0.427252139754116
"TCGA-43-6647-01A-11R-1820-07",25,"lusc-tumor",0.676827702561304
"TCGA-43-6647-11A-01R-1820-07",-19,"lusc",-0.407323284860228
"TCGA-43-6770-01A-11R-1820-07",33,"lusc-tumor",1.39143052526653
"TCGA-43-6771-01A-11R-1820-07",33,"lusc-tumor",1.29546128702327
"TCGA-43-6771-11A-01R-1820-07",-7,"lusc",-0.25827324763119
"TCGA-43-6773-01A-41R-1949-07",17,"lusc-tumor",0.0817888847814682
"TCGA-43-6773-11A-01R-1949-07",-17,"lusc",-0.317629280168452
"TCGA-43-7656-01A-11R-2125-07",23,"lusc-tumor",0.446677683379995
"TCGA-43-7657-01A-31R-2125-07",37,"lusc-tumor",0.85090276297996
"TCGA-43-7657-11A-01R-2125-07",-29,"lusc",-0.427464570111117
"TCGA-43-7658-01A-11R-2125-07",9,"lusc-tumor",0.451676088484333
"TCGA-43-7658-11A-01R-2125-07",-27,"lusc",-0.476591813580497
"TCGA-43-8115-01A-11R-2247-07",27,"lusc-tumor",0.296658280362642
"TCGA-43-8116-01A-11R-2247-07",27,"lusc-tumor",0.340030741268865
"TCGA-43-8118-01A-11R-2403-07",39,"lusc-tumor",0.598817353333697
"TCGA-43-A474-01A-11R-A24H-07",35,"lusc-tumor",1.15570888501534
"TCGA-43-A475-01A-11R-A24H-07",7,"lusc-tumor",0.168022390059648
"TCGA-43-A56U-01A-11R-A26W-07",21,"lusc-tumor",0.1427515629667
"TCGA-43-A56V-01A-11R-A26W-07",35,"lusc-tumor",0.794300452659678
"TCGA-44-2655-01A-01R-0946-07",-19,"luad-tumor",-0.332866111395579
"TCGA-44-2655-11A-01R-1758-07",-25,"luad",-0.475848420467283
"TCGA-44-2656-01A-02R-0946-07",25,"luad-tumor",0.219801289063144
"TCGA-44-2656-01A-02R-A278-07",15,"luad-tumor",0.123987249324048
"TCGA-44-2657-01A-01R-1107-07",19,"luad-tumor",-0.0889415321609207
"TCGA-44-2657-11A-01R-1758-07",-15,"luad",-0.361082941276643
"TCGA-44-2659-01A-01R-0946-07",-3,"luad-tumor",-0.0721715252800077
"TCGA-44-2661-01A-01R-1107-07",-3,"luad-tumor",-0.15137447070926
"TCGA-44-2661-11A-01R-1758-07",-29,"luad",-0.434090492042644
"TCGA-44-2662-01A-01R-0946-07",35,"luad-tumor",0.731351594951436
"TCGA-44-2662-01A-01R-A278-07",29,"luad-tumor",0.655786123277902
"TCGA-44-2662-11A-01R-1758-07",-25,"luad",-0.459717878812821
"TCGA-44-2665-01A-01R-0946-07",23,"luad-tumor",0.0799857580722803
"TCGA-44-2665-01A-01R-A278-07",5,"luad-tumor",-0.0671702115807986
"TCGA-44-2665-11A-01R-1758-07",-21,"luad",-0.384677202481448
"TCGA-44-2666-01A-01R-0946-07",-13,"luad-tumor",-0.289127101073894
"TCGA-44-2666-01A-01R-A278-07",-1,"luad-tumor",-0.319764621604134
"TCGA-44-2668-01A-01R-0946-07",41,"luad-tumor",0.82224487341419
"TCGA-44-2668-01A-01R-A278-07",29,"luad-tumor",0.718569879861865
"TCGA-44-2668-11A-01R-1758-07",-11,"luad",-0.201425575787888
"TCGA-44-3396-01A-01R-1206-07",29,"luad-tumor",0.289070295650593
"TCGA-44-3396-11A-01R-1758-07",-19,"luad",-0.396634250371926
"TCGA-44-3398-01A-01R-1107-07",25,"luad-tumor",0.577369910285368
"TCGA-44-3398-11B-01R-1758-07",-17,"luad",-0.404680719537533
"TCGA-44-3917-01A-01R-A278-07",3,"luad-tumor",0.4047145051154
"TCGA-44-3918-01A-01R-1107-07",21,"luad-tumor",0.293376379264922
"TCGA-44-3918-01A-01R-A278-07",5,"luad-tumor",0.0531427177400453
"TCGA-44-3919-01A-02R-1107-07",25,"luad-tumor",0.0955893658343414
"TCGA-44-4112-01A-01R-1107-07",29,"luad-tumor",0.376767107802466
"TCGA-44-4112-01A-01R-A278-07",19,"luad-tumor",0.123046251092842
"TCGA-44-5643-01A-01R-1628-07",21,"luad-tumor",0.261785593736869
"TCGA-44-5644-01A-21R-2039-07",19,"luad-tumor",0.326791626361836
"TCGA-44-5645-01A-01R-1628-07",-23,"luad-tumor",-0.390994237938559
"TCGA-44-5645-01A-01R-A278-07",-23,"luad-tumor",-0.461804154265049
"TCGA-44-5645-11A-01R-1628-07",-31,"luad",-0.500324586672909
"TCGA-44-6144-11A-01R-1755-07",-27,"luad",-0.448048872587474
"TCGA-44-6145-01A-11R-1755-07",11,"luad-tumor",0.0287005216298557
"TCGA-44-6145-11A-01R-1858-07",-15,"luad",-0.38428346863616
"TCGA-44-6146-01A-11R-1755-07",-19,"luad-tumor",-0.440474630682513
"TCGA-44-6146-11A-01R-1858-07",-25,"luad",-0.510030557245491
"TCGA-44-6147-01A-11R-1755-07",3,"luad-tumor",-0.193433529532194
"TCGA-44-6147-01A-11R-A278-07",-5,"luad-tumor",-0.290366824546018
"TCGA-44-6147-11A-01R-1858-07",-9,"luad",-0.0860413356668703
"TCGA-44-6148-01A-11R-1755-07",-31,"luad-tumor",-0.511155818160657
"TCGA-44-6148-11A-01R-1858-07",-25,"luad",-0.534389955762436
"TCGA-44-6774-01A-21R-1858-07",15,"luad-tumor",-0.0667337857332846
"TCGA-44-6775-01A-11R-1858-07",25,"luad-tumor",0.0743470056786064
"TCGA-44-6775-01A-11R-A278-07",9,"luad-tumor",-0.015021006120291
"TCGA-44-6776-01A-11R-1858-07",-27,"luad-tumor",-0.429691411046981
"TCGA-44-6776-11A-01R-1858-07",-21,"luad",-0.510109931805307
"TCGA-44-6777-01A-11R-1858-07",25,"luad-tumor",0.342530959062137
"TCGA-44-6777-11A-01R-1858-07",-29,"luad",-0.422577442713276
"TCGA-44-6778-01A-11R-1858-07",13,"luad-tumor",0.0751426613802819
"TCGA-44-6778-11A-01R-1858-07",-23,"luad",-0.451318070458837
"TCGA-44-6779-01A-11R-1858-07",19,"luad-tumor",0.485907323844555
"TCGA-44-7659-01A-11R-2066-07",-29,"luad-tumor",-0.444798587209856
"TCGA-44-7660-01A-11R-2066-07",23,"luad-tumor",0.744644246643694
"TCGA-44-7661-01A-11R-2066-07",35,"luad-tumor",0.734980597500819
"TCGA-44-7662-01A-11R-2066-07",35,"luad-tumor",0.231585031709172
"TCGA-44-7667-01A-31R-2066-07",25,"luad-tumor",0.729269224255169
"TCGA-44-7669-01A-21R-2066-07",33,"luad-tumor",0.570443365751242
"TCGA-44-7670-01A-11R-2066-07",21,"luad-tumor",0.368192422945038
"TCGA-44-7671-01A-11R-2066-07",5,"luad-tumor",-0.17580620710777
"TCGA-44-7672-01A-11R-2066-07",29,"luad-tumor",0.10083438493437
"TCGA-44-8117-01A-11R-2241-07",9,"luad-tumor",0.218417900706399
"TCGA-44-8119-01A-11R-2241-07",21,"luad-tumor",0.381748718207515
"TCGA-44-8120-01A-11R-2241-07",7,"luad-tumor",-0.13447586856045
"TCGA-44-A479-01A-31R-A24H-07",-1,"luad-tumor",-0.184681004708012
"TCGA-44-A47A-01A-21R-A24H-07",3,"luad-tumor",-0.17598952486282
"TCGA-44-A47B-01A-11R-A24H-07",3,"luad-tumor",-0.250673591283398
"TCGA-44-A47G-01A-21R-A24H-07",29,"luad-tumor",0.0432027154293016
"TCGA-44-A4SS-01A-11R-A24X-07",5,"luad-tumor",-0.0841192678060757
"TCGA-44-A4SU-01A-11R-A24X-07",15,"luad-tumor",0.00873207146941778
"TCGA-46-3765-01A-01R-0980-07",39,"lusc-tumor",1.05747392466433
"TCGA-46-3766-01A-01R-0980-07",17,"lusc-tumor",0.1293116909554
"TCGA-46-3767-01A-01R-0980-07",39,"lusc-tumor",0.39852504373948
"TCGA-46-3768-01A-01R-0980-07",29,"lusc-tumor",0.541860649952559
"TCGA-46-3769-01A-01R-0980-07",23,"lusc-tumor",0.868910430532352
"TCGA-46-6025-01A-11R-1820-07",39,"lusc-tumor",0.907176321125037
"TCGA-46-6026-01A-11R-1820-07",21,"lusc-tumor",0.390437122046725
"TCGA-49-4486-01A-01R-1206-07",-11,"luad-tumor",-0.17751069239378
"TCGA-49-4487-01A-21R-1858-07",27,"luad-tumor",0.264535834504828
"TCGA-49-4488-01A-01R-1755-07",29,"luad-tumor",0.353430459952798
"TCGA-49-4490-01A-21R-1858-07",9,"luad-tumor",-0.0308623494234072
"TCGA-49-4490-11A-01R-1858-07",-9,"luad",-0.224150537032497
"TCGA-49-4494-01A-01R-1206-07",27,"luad-tumor",0.595684589508461
"TCGA-49-4501-01A-01R-1206-07",5,"luad-tumor",0.0755323597377641
"TCGA-49-4505-01A-01R-1206-07",19,"luad-tumor",0.254358989133984
"TCGA-49-4506-01A-01R-1206-07",25,"luad-tumor",0.61666735012671
"TCGA-49-4510-01A-01R-1206-07",5,"luad-tumor",-0.0947386900100035
"TCGA-49-4512-11A-01R-1858-07",-15,"luad",-0.262199389690395
"TCGA-49-6742-01A-11R-1858-07",13,"luad-tumor",0.0527570482638904
"TCGA-49-6742-11A-01R-1858-07",-21,"luad",-0.413367662423266
"TCGA-49-6743-01A-11R-1858-07",15,"luad-tumor",0.33853408980338
"TCGA-49-6743-11A-01R-1858-07",-19,"luad",-0.345809537835296
"TCGA-49-6744-01A-11R-1858-07",13,"luad-tumor",-0.0912387757942944
"TCGA-49-6744-11A-01R-1858-07",-21,"luad",-0.520799193447651
"TCGA-49-6745-01A-11R-1858-07",25,"luad-tumor",0.337986804698712
"TCGA-49-6745-11A-01R-1858-07",-13,"luad",-0.295078239004167
"TCGA-49-6761-01A-31R-1949-07",31,"luad-tumor",0.776911745503097
"TCGA-49-6761-11A-01R-1949-07",-23,"luad",-0.446660588968981
"TCGA-49-6767-01A-11R-1858-07",29,"luad-tumor",0.546820208951728
"TCGA-49-AAQV-01A-11R-A39D-07",31,"luad-tumor",0.454214709676622
"TCGA-49-AAR0-01A-21R-A39D-07",23,"luad-tumor",0.151928395890186
"TCGA-49-AAR3-01A-11R-A41B-07",11,"luad-tumor",0.163751751567312
"TCGA-49-AAR4-01A-12R-A41B-07",15,"luad-tumor",-0.0180407934227609
"TCGA-49-AAR9-01A-21R-A41B-07",23,"luad-tumor",0.525855677181479
"TCGA-49-AARE-01A-11R-A41B-07",21,"luad-tumor",0.26017787892669
"TCGA-49-AARN-01A-21R-A41B-07",-1,"luad-tumor",-0.25141327550724
"TCGA-49-AARO-01A-12R-A41B-07",23,"luad-tumor",0.0581082456988641
"TCGA-49-AARR-01A-11R-A41B-07",-29,"luad-tumor",-0.523901368570923
"TCGA-4A-A93W-01A-11R-A37K-07",-7,"kirp-tumor",-0.369200250935098
"TCGA-4A-A93X-01A-11R-A37K-07",-1,"kirp-tumor",0.0958367866257589
"TCGA-4A-A93Y-01A-11R-A37K-07",-11,"kirp-tumor",-0.183745766908818
"TCGA-4B-A93V-01A-11R-A39D-07",15,"luad-tumor",0.224930305500935
"TCGA-4C-A93U-01A-11R-A39I-07",-29,"thca-tumor",-0.445984976817733
"TCGA-4E-A92E-01A-11R-A37O-07",19,"ucec-tumor",-0.069025927786288
"TCGA-4G-AAZO-01A-12R-A41I-07",-17,"chol-tumor",-0.32932026368421
"TCGA-4H-AAAK-01A-12R-A41B-07",-3,"brca-tumor",-0.221478819279596
"TCGA-4J-AA1J-01A-21R-A38B-07",29,"cesc-tumor",0.336308116654973
"TCGA-4L-AA1F-01A-11R-A41O-07",-3,"prad-tumor",-0.181027272745614
"TCGA-4R-AA8I-01A-11R-A38B-07",-13,"lihc-tumor",-0.374243582623289
"TCGA-4T-AA8H-01A-11R-A41B-07",15,"coad-tumor",-0.0382924482325586
"TCGA-4Z-AA7M-01A-11R-A39I-07",1,"blca-tumor",-0.0543119678043838
"TCGA-4Z-AA7N-01A-11R-A39I-07",-9,"blca-tumor",-0.290060155384556
"TCGA-4Z-AA7O-01A-31R-A39I-07",9,"blca-tumor",-0.044432644422041
"TCGA-4Z-AA7Q-01A-11R-A39I-07",17,"blca-tumor",0.0640145894329332
"TCGA-4Z-AA7R-01A-11R-A39I-07",25,"blca-tumor",0.382857065212873
"TCGA-4Z-AA7S-01A-11R-A39I-07",25,"blca-tumor",0.573882344407688
"TCGA-4Z-AA7Y-01A-11R-A39I-07",27,"blca-tumor",1.38833833445023
"TCGA-4Z-AA80-01A-11R-A39I-07",19,"blca-tumor",0.22729583728295
"TCGA-4Z-AA81-01A-11R-A39I-07",17,"blca-tumor",0.280464793961781
"TCGA-4Z-AA82-01A-11R-A39I-07",37,"blca-tumor",0.867989399647755
"TCGA-4Z-AA83-01A-11R-A39I-07",11,"blca-tumor",0.340956835021314
"TCGA-4Z-AA84-01A-11R-A39I-07",23,"blca-tumor",0.480113555684669
"TCGA-4Z-AA86-01A-11R-A39I-07",31,"blca-tumor",1.08686511744051
"TCGA-4Z-AA87-01A-11R-A39I-07",5,"blca-tumor",0.201914688177325
"TCGA-4Z-AA89-01A-11R-A39I-07",23,"blca-tumor",0.228098081929813
"TCGA-50-5045-01A-01R-1628-07",29,"luad-tumor",0.291227699071172
"TCGA-50-5049-01A-01R-1628-07",27,"luad-tumor",0.181526125009981
"TCGA-50-5051-01A-21R-1858-07",19,"luad-tumor",-0.016008636925779
"TCGA-50-5055-01A-01R-1628-07",5,"luad-tumor",-0.0599443711762626
"TCGA-50-5066-01A-01R-1628-07",25,"luad-tumor",0.879328840971715
"TCGA-50-5068-01A-01R-1628-07",7,"luad-tumor",0.384105761791914
"TCGA-50-5072-01A-21R-1858-07",31,"luad-tumor",0.560993623913845
"TCGA-50-5930-01A-11R-1755-07",11,"luad-tumor",0.0453673406497974
"TCGA-50-5930-11A-01R-1755-07",-27,"luad",-0.432858255729071
"TCGA-50-5931-01A-11R-1755-07",37,"luad-tumor",0.605260995429267
"TCGA-50-5931-11A-01R-1858-07",-25,"luad",-0.467986957726611
"TCGA-50-5932-01A-11R-1755-07",-13,"luad-tumor",-0.403312280862305
"TCGA-50-5932-11A-01R-1755-07",-21,"luad",-0.473863472259895
"TCGA-50-5933-01A-11R-1755-07",35,"luad-tumor",0.716346655338203
"TCGA-50-5933-11A-01R-1755-07",-13,"luad",-0.373056417437647
"TCGA-50-5935-01A-11R-1755-07",-7,"luad-tumor",-0.275468110421049
"TCGA-50-5935-11A-01R-1858-07",-25,"luad",-0.45068615101423
"TCGA-50-5936-01A-11R-1628-07",21,"luad-tumor",0.281728357045053
"TCGA-50-5936-11A-01R-1628-07",-29,"luad",-0.512269157979377
"TCGA-50-5939-01A-11R-1628-07",31,"luad-tumor",0.644362443870622
"TCGA-50-5939-11A-01R-1628-07",-25,"luad",-0.499601559600465
"TCGA-50-5941-01A-11R-1755-07",29,"luad-tumor",0.195132417895967
"TCGA-50-5942-01A-21R-1755-07",-31,"luad-tumor",-0.574588089178625
"TCGA-50-5944-01A-11R-1755-07",-11,"luad-tumor",-0.267126619559624
"TCGA-50-5946-01A-11R-1755-07",9,"luad-tumor",0.219313850889733
"TCGA-50-6590-01A-12R-1858-07",31,"luad-tumor",0.748692553452966
"TCGA-50-6591-01A-11R-1755-07",35,"luad-tumor",1.54182723477367
"TCGA-50-6592-01A-11R-1755-07",29,"luad-tumor",0.360616613350205
"TCGA-50-6593-01A-11R-1755-07",23,"luad-tumor",0.0746246522391221
"TCGA-50-6594-01A-11R-1755-07",35,"luad-tumor",0.639865405699177
"TCGA-50-6595-01A-12R-1858-07",39,"luad-tumor",0.862995221364208
"TCGA-50-6595-11A-01R-1858-07",-23,"luad",-0.497010138581379
"TCGA-50-6673-01A-11R-1949-07",17,"luad-tumor",0.0647848827358351
"TCGA-50-7109-01A-11R-2039-07",9,"luad-tumor",-0.00171385497196009
"TCGA-50-8457-01A-11R-2326-07",-27,"luad-tumor",-0.514593197133898
"TCGA-50-8459-01A-11R-2326-07",13,"luad-tumor",-0.0609829725582737
"TCGA-50-8460-01A-11R-2326-07",-5,"luad-tumor",-0.19115929598692
"TCGA-51-4079-01A-01R-1100-07",39,"lusc-tumor",0.906928918192868
"TCGA-51-4079-11A-01R-1758-07",-25,"lusc",-0.481110129955888
"TCGA-51-4080-01A-01R-1100-07",13,"lusc-tumor",0.195679768382579
"TCGA-51-4080-11A-01R-1758-07",-21,"lusc",-0.405039668434618
"TCGA-51-4081-01A-01R-1100-07",29,"lusc-tumor",0.358481539704797
"TCGA-51-4081-11A-01R-1758-07",-21,"lusc",-0.401912569359144
"TCGA-51-6867-01A-11R-2045-07",17,"lusc-tumor",0.455036555362165
"TCGA-52-7622-01A-11R-2125-07",19,"lusc-tumor",0.152010662793074
"TCGA-52-7809-01A-21R-2125-07",11,"lusc-tumor",0.242380874251349
"TCGA-52-7810-01A-11R-2125-07",39,"lusc-tumor",1.12640227342342
"TCGA-52-7811-01A-11R-2125-07",39,"lusc-tumor",0.647362733099249
"TCGA-52-7812-01A-11R-2125-07",35,"lusc-tumor",0.58036278087407
"TCGA-53-7624-01A-11R-2066-07",23,"luad-tumor",0.666956009931745
"TCGA-53-7626-01A-12R-2066-07",-11,"luad-tumor",-0.293187220449954
"TCGA-53-A4EZ-01A-12R-A24X-07",19,"luad-tumor",0.242512506281675
"TCGA-55-1592-01A-01R-0946-07",17,"luad-tumor",-0.092371995353038
"TCGA-55-1594-01A-01R-0946-07",21,"luad-tumor",0.381871277251375
"TCGA-55-1595-01A-01R-0946-07",3,"luad-tumor",-0.158027601156574
"TCGA-55-1596-01A-01R-0946-07",21,"luad-tumor",0.352352567477781
"TCGA-55-5899-01A-11R-1628-07",29,"luad-tumor",0.578073355377033
"TCGA-55-6543-01A-11R-1755-07",3,"luad-tumor",0.0456072714352481
"TCGA-55-6642-01A-11R-1858-07",13,"luad-tumor",0.0190965373000735
"TCGA-55-6712-01A-11R-1858-07",31,"luad-tumor",0.378796503270992
"TCGA-55-6968-01A-11R-1949-07",21,"luad-tumor",0.500103962983899
"TCGA-55-6968-11A-01R-1949-07",-23,"luad",-0.327823828670732
"TCGA-55-6969-01A-11R-1949-07",37,"luad-tumor",0.456694565993869
"TCGA-55-6969-11A-01R-1949-07",-27,"luad",-0.488269584036011
"TCGA-55-6970-01A-11R-1949-07",7,"luad-tumor",-0.0305348839444501
"TCGA-55-6970-11A-01R-1949-07",-27,"luad",-0.495065669461752
"TCGA-55-6971-01A-11R-1949-07",7,"luad-tumor",-0.0863986138874059
"TCGA-55-6971-11A-01R-1949-07",-29,"luad",-0.523502369626121
"TCGA-55-6972-01A-11R-1949-07",-7,"luad-tumor",-0.21694407177269
"TCGA-55-6972-11A-01R-1949-07",-29,"luad",-0.512699750567776
"TCGA-55-6975-01A-11R-1949-07",31,"luad-tumor",0.409448431498246
"TCGA-55-6975-11A-01R-1949-07",-25,"luad",-0.507871555909695
"TCGA-55-6978-01A-11R-1949-07",33,"luad-tumor",0.50562671647603
"TCGA-55-6978-11A-01R-1949-07",-27,"luad",-0.458914368851491
"TCGA-55-6979-01A-11R-1949-07",13,"luad-tumor",0.126629190272755
"TCGA-55-6979-11A-01R-1949-07",-25,"luad",-0.434441914302378
"TCGA-55-6980-01A-11R-1949-07",19,"luad-tumor",0.31233717787564
"TCGA-55-6980-11A-01R-1949-07",-25,"luad",-0.519367968790723
"TCGA-55-6981-01A-11R-1949-07",23,"luad-tumor",0.482666925678088
"TCGA-55-6981-11A-01R-1949-07",-29,"luad",-0.513555382470007
"TCGA-55-6982-01A-11R-1949-07",37,"luad-tumor",0.464555519992651
"TCGA-55-6982-11A-01R-1949-07",-33,"luad",-0.520263530798613
"TCGA-55-6983-01A-11R-1949-07",3,"luad-tumor",-0.182594432967948
"TCGA-55-6983-11A-01R-1949-07",-21,"luad",-0.423002933019195
"TCGA-55-6984-01A-11R-1949-07",17,"luad-tumor",0.101764930430533
"TCGA-55-6984-11A-01R-1949-07",-27,"luad",-0.468095732231593
"TCGA-55-6985-01A-11R-1949-07",31,"luad-tumor",0.0548711406937226
"TCGA-55-6985-11A-01R-1949-07",-25,"luad",-0.442442394292416
"TCGA-55-6986-01A-11R-1949-07",15,"luad-tumor",0.0174463484431938
"TCGA-55-6986-11A-01R-1949-07",-31,"luad",-0.556430384380303
"TCGA-55-6987-01A-11R-1949-07",27,"luad-tumor",0.217308149833705
"TCGA-55-7227-01A-11R-2039-07",19,"luad-tumor",-0.0472346191531105
"TCGA-55-7281-01A-11R-2039-07",13,"luad-tumor",-0.101533323587535
"TCGA-55-7283-01A-11R-2039-07",-5,"luad-tumor",-0.272799901887847
"TCGA-55-7284-01B-11R-2241-07",-17,"luad-tumor",-0.358477989068682
"TCGA-55-7570-01A-11R-2039-07",29,"luad-tumor",0.756122898742745
"TCGA-55-7573-01A-11R-2039-07",-27,"luad-tumor",-0.410055682450576
"TCGA-55-7574-01A-11R-2039-07",9,"luad-tumor",-0.163097238733666
"TCGA-55-7576-01A-11R-2066-07",5,"luad-tumor",-0.0927581279256022
"TCGA-55-7724-01A-11R-2170-07",21,"luad-tumor",0.181805403913576
"TCGA-55-7725-01A-11R-2170-07",-9,"luad-tumor",-0.229146572724265
"TCGA-55-7726-01A-11R-2170-07",27,"luad-tumor",0.684609685333958
"TCGA-55-7727-01A-11R-2170-07",15,"luad-tumor",0.0568856253534663
"TCGA-55-7728-01A-11R-2187-07",-1,"luad-tumor",-0.369096752227
"TCGA-55-7815-01A-11R-2170-07",7,"luad-tumor",0.0342533282582664
"TCGA-55-7816-01A-11R-2170-07",-17,"luad-tumor",-0.265917935642536
"TCGA-55-7903-01A-11R-2170-07",27,"luad-tumor",0.32370808964683
"TCGA-55-7907-01A-11R-2170-07",7,"luad-tumor",-0.151913442977073
"TCGA-55-7910-01A-11R-2170-07",11,"luad-tumor",0.0193985229389569
"TCGA-55-7911-01A-11R-2170-07",11,"luad-tumor",-0.00319010504167986
"TCGA-55-7913-01B-11R-2241-07",27,"luad-tumor",0.223506365657622
"TCGA-55-7914-01A-11R-2170-07",5,"luad-tumor",-0.157747219166168
"TCGA-55-7994-01A-11R-2187-07",29,"luad-tumor",0.423394308832485
"TCGA-55-7995-01A-11R-2187-07",15,"luad-tumor",0.151234327887708
"TCGA-55-8085-01A-11R-2241-07",25,"luad-tumor",0.298869462326119
"TCGA-55-8087-01A-11R-2241-07",-25,"luad-tumor",-0.539615369116698
"TCGA-55-8089-01A-11R-2241-07",29,"luad-tumor",0.611651853792309
"TCGA-55-8090-01A-11R-2241-07",29,"luad-tumor",0.330311526318838
"TCGA-55-8091-01A-11R-2241-07",19,"luad-tumor",0.0469836486136245
"TCGA-55-8092-01A-11R-2241-07",7,"luad-tumor",-0.101912960860242
"TCGA-55-8094-01A-11R-2241-07",19,"luad-tumor",0.30267581123417
"TCGA-55-8096-01A-11R-2241-07",25,"luad-tumor",0.429902655930648
"TCGA-55-8097-01A-11R-2241-07",-25,"luad-tumor",-0.442919381575245
"TCGA-55-8203-01A-11R-2241-07",11,"luad-tumor",-0.0461476602169436
"TCGA-55-8204-01A-11R-2241-07",35,"luad-tumor",0.489679666191981
"TCGA-55-8205-01A-11R-2241-07",27,"luad-tumor",0.436212397502389
"TCGA-55-8206-01A-11R-2241-07",-31,"luad-tumor",-0.382601456897156
"TCGA-55-8207-01A-11R-2241-07",-19,"luad-tumor",-0.37604835917373
"TCGA-55-8208-01A-11R-2241-07",27,"luad-tumor",-0.0117352296668669
"TCGA-55-8299-01A-11R-2287-07",25,"luad-tumor",0.0754053868297331
"TCGA-55-8301-01A-11R-2287-07",31,"luad-tumor",0.339400397597226
"TCGA-55-8302-01A-11R-2326-07",29,"luad-tumor",0.365690052751884
"TCGA-55-8505-01A-11R-2403-07",37,"luad-tumor",0.394913413541914
"TCGA-55-8506-01A-11R-2403-07",7,"luad-tumor",-0.0224585944780971
"TCGA-55-8507-01A-11R-2403-07",5,"luad-tumor",-0.0570341709408191
"TCGA-55-8508-01A-11R-2403-07",11,"luad-tumor",0.000935930683043252
"TCGA-55-8510-01A-11R-2403-07",-5,"luad-tumor",-0.189256890024969
"TCGA-55-8511-01A-11R-2403-07",11,"luad-tumor",0.00796357402445018
"TCGA-55-8512-01A-11R-2403-07",-35,"luad-tumor",-0.569452757380085
"TCGA-55-8513-01A-11R-2403-07",-27,"luad-tumor",-0.481345125355019
"TCGA-55-8514-01A-11R-2403-07",-9,"luad-tumor",-0.198613416819463
"TCGA-55-8614-01A-11R-2403-07",17,"luad-tumor",0.0671079150215829
"TCGA-55-8615-01A-11R-2403-07",1,"luad-tumor",-0.100297170159952
"TCGA-55-8616-01A-11R-2403-07",9,"luad-tumor",-0.00144668794744952
"TCGA-55-8619-01A-11R-2403-07",-1,"luad-tumor",-0.248469901670385
"TCGA-55-8620-01A-11R-2403-07",27,"luad-tumor",0.525896685421128
"TCGA-55-8621-01A-11R-2403-07",15,"luad-tumor",-0.134006713849463
"TCGA-55-A48X-01A-11R-A24H-07",-13,"luad-tumor",-0.322778024081004
"TCGA-55-A48Y-01A-11R-A24H-07",13,"luad-tumor",0.0150093889667238
"TCGA-55-A48Z-01A-12R-A24X-07",29,"luad-tumor",0.350916075842805
"TCGA-55-A490-01A-11R-A466-07",3,"luad-tumor",0.22854421066339
"TCGA-55-A491-01A-11R-A24H-07",19,"luad-tumor",0.166075449415803
"TCGA-55-A493-01A-11R-A24H-07",39,"luad-tumor",1.17122264469995
"TCGA-55-A494-01A-11R-A24X-07",7,"luad-tumor",-0.120451408371766
"TCGA-55-A4DF-01A-11R-A24H-07",37,"luad-tumor",0.608254139569854
"TCGA-55-A4DG-01A-11R-A24H-07",-17,"luad-tumor",-0.427937527920552
"TCGA-55-A57B-01A-12R-A39D-07",-5,"luad-tumor",-0.214330124299668
"TCGA-56-1622-01A-01R-0692-07",27,"lusc-tumor",0.490098687873532
"TCGA-56-5897-01A-11R-1635-07",33,"lusc-tumor",0.411172053404754
"TCGA-56-5898-01A-11R-1635-07",27,"lusc-tumor",0.421485000328298
"TCGA-56-6545-01A-11R-1820-07",35,"lusc-tumor",0.919284064118344
"TCGA-56-6546-01A-11R-1820-07",33,"lusc-tumor",0.659044085701165
"TCGA-56-7221-01A-11R-2045-07",29,"lusc-tumor",0.465817119070527
"TCGA-56-7222-01A-11R-2045-07",39,"lusc-tumor",1.09321981522354
"TCGA-56-7222-11A-01R-2045-07",-19,"lusc",-0.503160757433211
"TCGA-56-7223-01A-11R-2045-07",29,"lusc-tumor",0.327920971882697
"TCGA-56-7579-01A-11R-2045-07",11,"lusc-tumor",0.181871161143129
"TCGA-56-7579-11A-01R-2045-07",-27,"lusc",-0.445014335202777
"TCGA-56-7580-01A-11R-2045-07",35,"lusc-tumor",0.663785526758146
"TCGA-56-7580-11A-01R-2045-07",-15,"lusc",-0.32238517823332
"TCGA-56-7582-01A-11R-2045-07",27,"lusc-tumor",0.661779097116593
"TCGA-56-7582-11A-01R-2045-07",-29,"lusc",-0.443468046910686
"TCGA-56-7730-01A-11R-2125-07",19,"lusc-tumor",0.413110315979892
"TCGA-56-7730-11A-01R-2125-07",-31,"lusc",-0.443770304784878
